#Chromosome,GapStart,GapStop,RegionID,MeanGapCoverage,RegionInterval,GapInterval
chr10,50856542,50856663,CHAT.chr10.50856552.50856653,13.7,chr10:50856542-50856663,chr10:50856542-50856663
chr10,50857543,50857692,CHAT.chr10.50857553.50857682,13.9,chr10:50857543-50857692,chr10:50857543-50857692
chr10,50863130,50863251,CHAT.chr10.50863140.50863282,10.4,chr10:50863130-50863292,chr10:50863130-50863251
chr10,50863278,50863280,CHAT.chr10.50863140.50863282,19.0,chr10:50863130-50863292,chr10:50863278-50863280
chr10,50863286,50863292,CHAT.chr10.50863140.50863282,18.0,chr10:50863130-50863292,chr10:50863286-50863292
chr10,50870680,50870681,CHAT.chr10.50870690.50870828,19.0,chr10:50870680-50870838,chr10:50870680-50870681
chr10,50872812,50872837,CHAT.chr10.50872822.50873092,13.9,chr10:50872812-50873102,chr10:50872812-50872837
chr10,51947067,51947274,ASAH2.chr10.51947078.51947264,10.3,chr10:51947067-51947274,chr10:51947067-51947274
chr10,51949248,51949357,ASAH2.chr10.51949259.51949347,6.1,chr10:51949248-51949357,chr10:51949248-51949357
chr10,51952402,51952482,ASAH2.chr10.51952413.51952472,3.7,chr10:51952402-51952482,chr10:51952402-51952482
chr10,51962578,51962639,ASAH2.chr10.51962589.51962684,13.2,chr10:51962578-51962694,chr10:51962578-51962639
chr10,51962645,51962694,ASAH2.chr10.51962589.51962684,17.8,chr10:51962578-51962694,chr10:51962645-51962694
chr10,51963389,51963449,ASAH2.chr10.51963400.51963439,4.1,chr10:51963389-51963449,chr10:51963389-51963449
chr10,51964610,51964725,ASAH2.chr10.51964621.51964715,7.9,chr10:51964610-51964725,chr10:51964610-51964725
chr10,51965731,51965867,ASAH2.chr10.51965742.51965857,8.6,chr10:51965731-51965867,chr10:51965731-51965867
chr10,51970572,51970674,ASAH2.chr10.51970583.51970664,2.7,chr10:51970572-51970674,chr10:51970572-51970674
chr10,51970779,51970904,ASAH2.chr10.51970790.51970894,6.1,chr10:51970779-51970904,chr10:51970779-51970904
chr10,51972722,51972828,ASAH2.chr10.51972732.51972818,9.7,chr10:51972721-51972828,chr10:51972722-51972828
chr10,51974492,51974571,ASAH2.chr10.51974503.51974628,8.9,chr10:51974492-51974638,chr10:51974492-51974571
chr10,51978259,51978400,ASAH2.chr10.51978270.51978390,6.0,chr10:51978259-51978400,chr10:51978259-51978400
chr10,51992933,51993031,ASAH2.chr10.51992944.51993021,7.3,chr10:51992933-51993031,chr10:51992933-51993031
chr10,53457501,53457503,CSTF2T.chr10.53457462.53459309,19.0,chr10:53457451-53459319,chr10:53457501-53457503
chr10,53458260,53458283,CSTF2T.chr10.53457462.53459309,17.5,chr10:53457451-53459319,chr10:53458260-53458283
chr10,53458287,53458316,CSTF2T.chr10.53457462.53459309,16.6,chr10:53457451-53459319,chr10:53458287-53458316
chr10,53458328,53458329,CSTF2T.chr10.53457462.53459309,19.0,chr10:53457451-53459319,chr10:53458328-53458329
chr10,53458334,53458348,CSTF2T.chr10.53457462.53459309,18.8,chr10:53457451-53459319,chr10:53458334-53458348
chr10,54530419,54530465,MBL2.chr10.54530430.54530546,17.3,chr10:54530419-54530556,chr10:54530419-54530465
chr10,54530479,54530487,MBL2.chr10.54530430.54530546,18.7,chr10:54530419-54530556,chr10:54530479-54530487
chr10,54530496,54530504,MBL2.chr10.54530430.54530546,18.3,chr10:54530419-54530556,chr10:54530496-54530504
chr10,55566328,55566354,PCDH15.chr10.55566338.55566890,13.3,chr10:55566328-55566900,chr10:55566328-55566354
chr10,55568441,55568675,PCDH15.chr10.55568451.55569306,9.0,chr10:55568441-55569316,chr10:55568441-55568675
chr10,55568741,55568774,PCDH15.chr10.55568451.55569306,17.7,chr10:55568441-55569316,chr10:55568741-55568774
chr10,55568788,55568791,PCDH15.chr10.55568451.55569306,18.0,chr10:55568441-55569316,chr10:55568788-55568791
chr10,55571298,55571304,PCDH15.chr10.55571308.55571381,16.9,chr10:55571298-55571391,chr10:55571298-55571304
chr10,55571350,55571352,PCDH15.chr10.55571308.55571381,19.0,chr10:55571298-55571391,chr10:55571350-55571352
chr10,55571366,55571368,PCDH15.chr10.55571308.55571381,19.0,chr10:55571298-55571391,chr10:55571366-55571368
chr10,55581607,55581656,PCDH15.chr10.55581617.55583118,15.3,chr10:55581607-55583128,chr10:55581607-55581656
chr10,55587138,55587143,PCDH15.chr10.55587148.55587308,16.3,chr10:55587138-55587318,chr10:55587138-55587143
chr10,55587312,55587318,PCDH15.chr10.55587148.55587308,19.0,chr10:55587138-55587318,chr10:55587312-55587318
chr10,55698564,55698725,PCDH15.chr10.55698574.55698715,10.4,chr10:55698564-55698725,chr10:55698564-55698725
chr10,55782641,55782677,PCDH15.chr10.55782651.55782957,16.1,chr10:55782641-55782967,chr10:55782641-55782677
chr10,55782935,55782967,PCDH15.chr10.55782651.55782957,17.4,chr10:55782641-55782967,chr10:55782935-55782967
chr10,55826631,55826655,PCDH15.chr10.55826516.55826645,14.4,chr10:55826506-55826655,chr10:55826631-55826655
chr10,55849733,55849833,PCDH15.chr10.55849743.55849823,12.8,chr10:55849733-55849833,chr10:55849733-55849833
chr10,55892763,55892777,PCDH15.chr10.55892634.55892767,17.5,chr10:55892624-55892777,chr10:55892763-55892777
chr10,55912849,55912932,PCDH15.chr10.55912859.55913053,11.0,chr10:55912849-55913063,chr10:55912849-55912932
chr10,55913041,55913063,PCDH15.chr10.55912859.55913053,16.3,chr10:55912849-55913063,chr10:55913041-55913063
chr10,55944883,55944920,PCDH15.chr10.55944893.55945028,17.0,chr10:55944883-55945038,chr10:55944883-55944920
chr10,55944994,55945038,PCDH15.chr10.55944893.55945028,15.6,chr10:55944883-55945038,chr10:55944994-55945038
chr10,55955432,55955452,PCDH15.chr10.55955442.55955649,10.2,chr10:55955432-55955659,chr10:55955432-55955452
chr10,55973772,55973818,PCDH15.chr10.55973695.55973808,15.3,chr10:55973685-55973818,chr10:55973772-55973818
chr10,56077020,56077024,PCDH15.chr10.56077030.56077201,18.4,chr10:56077020-56077211,chr10:56077020-56077024
chr10,56129030,56129045,PCDH15.chr10.56128879.56129035,17.0,chr10:56128869-56129045,chr10:56129030-56129045
chr10,56423921,56424032,PCDH15.chr10.56423931.56424022,9.1,chr10:56423921-56424032,chr10:56423921-56424032
chr10,60148010,60148011,TFAM.chr10.60147949.60148020,19.0,chr10:60147939-60148030,chr10:60148010-60148011
chr10,60148016,60148030,TFAM.chr10.60147949.60148020,16.5,chr10:60147939-60148030,chr10:60148016-60148030
chr10,60150614,60150630,TFAM.chr10.60150524.60150620,17.8,chr10:60150514-60150630,chr10:60150614-60150630
chr10,60154677,60154691,TFAM.chr10.60154687.60154834,14.2,chr10:60154677-60154844,chr10:60154677-60154691
chr10,60154704,60154705,TFAM.chr10.60154687.60154834,19.0,chr10:60154677-60154844,chr10:60154704-60154705
chr10,60154804,60154844,TFAM.chr10.60154687.60154834,16.0,chr10:60154677-60154844,chr10:60154804-60154844
chr10,60272893,60272984,BICC1.chr10.60272904.60273093,11.2,chr10:60272893-60273103,chr10:60272893-60272984
chr10,60380640,60380671,BICC1.chr10.60380615.60380661,17.6,chr10:60380604-60380671,chr10:60380640-60380671
chr10,60461823,60461827,BICC1.chr10.60461834.60461903,19.0,chr10:60461823-60461913,chr10:60461823-60461827
chr10,60544750,60544850,BICC1.chr10.60544761.60544840,11.8,chr10:60544750-60544850,chr10:60544750-60544850
chr10,60548119,60548119,BICC1.chr10.60548130.60548183,18.0,chr10:60548119-60548193,chr10:60548119-60548119
chr10,60553233,60553271,BICC1.chr10.60553244.60553375,15.8,chr10:60553233-60553385,chr10:60553233-60553271
chr10,60553326,60553334,BICC1.chr10.60553244.60553375,19.0,chr10:60553233-60553385,chr10:60553326-60553334
chr10,60553343,60553346,BICC1.chr10.60553244.60553375,19.0,chr10:60553233-60553385,chr10:60553343-60553346
chr10,60553353,60553385,BICC1.chr10.60553244.60553375,18.8,chr10:60553233-60553385,chr10:60553353-60553385
chr10,60559943,60559960,BICC1.chr10.60559954.60560086,18.7,chr10:60559943-60560096,chr10:60559943-60559960
chr10,60560062,60560096,BICC1.chr10.60559954.60560086,16.0,chr10:60559943-60560096,chr10:60560062-60560096
chr10,60566333,60566393,BICC1.chr10.60566344.60566383,16.2,chr10:60566333-60566393,chr10:60566333-60566393
chr10,60588634,60588638,BICC1.chr10.60588521.60588648,19.0,chr10:60588510-60588658,chr10:60588634-60588638
chr10,60588653,60588658,BICC1.chr10.60588521.60588648,18.0,chr10:60588510-60588658,chr10:60588653-60588658
chr10,61819087,61819128,ANK3.chr10.61819098.61819188,16.8,chr10:61819087-61819198,chr10:61819087-61819128
chr10,61819141,61819165,ANK3.chr10.61819098.61819188,18.5,chr10:61819087-61819198,chr10:61819141-61819165
chr10,61822858,61822867,ANK3.chr10.61822869.61823012,18.1,chr10:61822858-61823022,chr10:61822858-61822867
chr10,61822872,61822881,ANK3.chr10.61822869.61823012,18.8,chr10:61822858-61823022,chr10:61822872-61822881
chr10,61822887,61822899,ANK3.chr10.61822869.61823012,17.6,chr10:61822858-61823022,chr10:61822887-61822899
chr10,61822950,61822952,ANK3.chr10.61822869.61823012,19.0,chr10:61822858-61823022,chr10:61822950-61822952
chr10,61822960,61823022,ANK3.chr10.61822869.61823012,15.5,chr10:61822858-61823022,chr10:61822960-61823022
chr10,61823904,61823972,ANK3.chr10.61823915.61824046,13.1,chr10:61823904-61824056,chr10:61823904-61823972
chr10,61823980,61824056,ANK3.chr10.61823915.61824046,16.1,chr10:61823904-61824056,chr10:61823980-61824056
chr10,61836200,61836216,ANK3.chr10.61828395.61836206,17.9,chr10:61828384-61836216,chr10:61836200-61836216
chr10,61840284,61840386,ANK3.chr10.61840295.61840376,15.9,chr10:61840284-61840386,chr10:61840284-61840386
chr10,61841926,61841944,ANK3.chr10.61841908.61841934,18.2,chr10:61841897-61841944,chr10:61841926-61841944
chr10,61843239,61843385,ANK3.chr10.61843250.61843375,12.7,chr10:61843239-61843385,chr10:61843239-61843385
chr10,61844349,61844353,ANK3.chr10.61844360.61844588,18.4,chr10:61844349-61844598,chr10:61844349-61844353
chr10,61844505,61844505,ANK3.chr10.61844360.61844588,17.0,chr10:61844349-61844598,chr10:61844505-61844505
chr10,61844510,61844522,ANK3.chr10.61844360.61844588,17.8,chr10:61844349-61844598,chr10:61844510-61844522
chr10,61844904,61845021,ANK3.chr10.61844915.61845011,15.0,chr10:61844904-61845021,chr10:61844904-61845021
chr10,61846644,61846652,ANK3.chr10.61846435.61846642,15.1,chr10:61846424-61846652,chr10:61846644-61846652
chr10,61865825,61865827,ANK3.chr10.61865663.61865817,19.0,chr10:61865652-61865827,chr10:61865825-61865827
chr10,61898711,61898718,ANK3.chr10.61898722.61898845,15.6,chr10:61898711-61898855,chr10:61898711-61898718
chr10,61926349,61926357,ANK3.chr10.61926349.61926411,19.0,chr10:61926338-61926421,chr10:61926349-61926357
chr10,61926385,61926387,ANK3.chr10.61926349.61926411,19.0,chr10:61926338-61926421,chr10:61926385-61926387
chr10,61926662,61926662,ANK3.chr10.61926582.61926654,19.0,chr10:61926571-61926664,chr10:61926662-61926662
chr10,61932940,61932954,ANK3.chr10.61932846.61932944,17.0,chr10:61932835-61932954,chr10:61932940-61932954
chr10,61956387,61956387,ANK3.chr10.61956285.61956383,18.0,chr10:61956274-61956393,chr10:61956387-61956387
chr10,61959964,61959995,ANK3.chr10.61959887.61959985,11.8,chr10:61959876-61959995,chr10:61959964-61959995
chr10,61973159,61973278,ANK3.chr10.61973170.61973268,11.3,chr10:61973159-61973278,chr10:61973159-61973278
chr10,62023776,62023788,ANK3.chr10.62023593.62023778,18.7,chr10:62023582-62023788,chr10:62023776-62023788
chr10,62029882,62029893,ANK3.chr10.62029889.62029987,19.0,chr10:62029878-62029997,chr10:62029882-62029893
chr10,62029971,62029997,ANK3.chr10.62029889.62029987,10.8,chr10:62029878-62029997,chr10:62029971-62029997
chr10,62039285,62039287,ANK3.chr10.62039296.62039397,19.0,chr10:62039285-62039407,chr10:62039285-62039287
chr10,62039297,62039306,ANK3.chr10.62039296.62039397,18.7,chr10:62039285-62039407,chr10:62039297-62039306
chr10,62039379,62039407,ANK3.chr10.62039296.62039397,16.8,chr10:62039285-62039407,chr10:62039379-62039407
chr10,62149172,62149173,ANK3.chr10.62149183.62149296,19.0,chr10:62149172-62149306,chr10:62149172-62149173
chr10,62332212,62332217,ANK3.chr10.62332223.62332285,18.3,chr10:62332212-62332295,chr10:62332212-62332217
chr10,62332222,62332276,ANK3.chr10.62332223.62332285,14.6,chr10:62332212-62332295,chr10:62332222-62332276
chr10,62374933,62374960,ANK3.chr10.62374944.62374982,15.2,chr10:62374933-62374992,chr10:62374933-62374960
chr10,62374990,62374992,ANK3.chr10.62374944.62374982,19.0,chr10:62374933-62374992,chr10:62374990-62374992
chr10,62493010,62493087,ANK3.chr10.62493021.62493077,0.1,chr10:62493010-62493087,chr10:62493010-62493087
chr10,64136703,64136705,ZNF365.chr10.64135953.64136695,19.0,chr10:64135942-64136705,chr10:64136703-64136705
chr10,64148144,64148345,ZNF365.chr10.64148155.64148335,5.3,chr10:64148144-64148345,chr10:64148144-64148345
chr10,64158488,64158546,ZNF365.chr10.64158499.64158536,6.7,chr10:64158488-64158546,chr10:64158488-64158546
chr10,64159545,64159555,ZNF365.chr10.64159287.64159545,18.8,chr10:64159276-64159555,chr10:64159545-64159555
chr10,64219489,64219566,ZNF365.chr10.64219500.64219556,0.0,chr10:64219489-64219566,chr10:64219489-64219566
chr10,64239624,64239662,ZNF365.chr10.64239635.64239652,9.0,chr10:64239624-64239662,chr10:64239624-64239662
chr10,64383000,64383020,ZNF365.chr10.64382863.64383010,15.9,chr10:64382852-64383020,chr10:64383000-64383020
chr10,64414592,64414647,ZNF365.chr10.64414603.64414690,17.0,chr10:64414592-64414700,chr10:64414592-64414647
chr10,64414651,64414652,ZNF365.chr10.64414603.64414690,19.0,chr10:64414592-64414700,chr10:64414651-64414652
chr10,64414660,64414700,ZNF365.chr10.64414603.64414690,16.0,chr10:64414592-64414700,chr10:64414660-64414700
chr10,64415116,64415401,ZNF365.chr10.64415127.64415391,1.9,chr10:64415116-64415401,chr10:64415116-64415401
chr10,64425878,64425972,ZNF365.chr10.64425889.64425962,7.8,chr10:64425878-64425972,chr10:64425878-64425972
chr10,64429956,64430068,ZNF365.chr10.64429967.64430058,11.6,chr10:64429956-64430068,chr10:64429956-64430068
chr10,64572956,64573040,EGR2.chr10.64572966.64574228,14.7,chr10:64572956-64574238,chr10:64572956-64573040
chr10,64575610,64575678,EGR2.chr10.64575620.64575789,15.5,chr10:64575610-64575799,chr10:64575610-64575678
chr10,64927797,64927904,JMJD1C.chr10.64927808.64927894,11.0,chr10:64927797-64927904,chr10:64927797-64927904
chr10,64928184,64928336,JMJD1C.chr10.64928195.64928326,6.2,chr10:64928184-64928336,chr10:64928184-64928336
chr10,64937466,64937490,JMJD1C.chr10.64937477.64937616,17.6,chr10:64937466-64937626,chr10:64937466-64937490
chr10,64943311,64943339,JMJD1C.chr10.64943207.64943329,14.4,chr10:64943196-64943339,chr10:64943311-64943339
chr10,64944357,64944365,JMJD1C.chr10.64944368.64944498,17.8,chr10:64944357-64944508,chr10:64944357-64944365
chr10,64953121,64953242,JMJD1C.chr10.64953105.64953232,10.8,chr10:64953094-64953242,chr10:64953121-64953242
chr10,64954035,64954145,JMJD1C.chr10.64954046.64954135,16.3,chr10:64954035-64954145,chr10:64954035-64954145
chr10,64958489,64958492,JMJD1C.chr10.64958273.64958487,19.0,chr10:64958262-64958497,chr10:64958489-64958492
chr10,64958494,64958497,JMJD1C.chr10.64958273.64958487,19.0,chr10:64958262-64958497,chr10:64958494-64958497
chr10,64975455,64975466,JMJD1C.chr10.64975313.64975456,14.9,chr10:64975302-64975466,chr10:64975455-64975466
chr10,65024400,65024534,JMJD1C.chr10.65024411.65024524,9.8,chr10:65024400-65024534,chr10:65024400-65024534
chr10,65225426,65225431,JMJD1C.chr10.65225255.65225422,19.0,chr10:65225244-65225432,chr10:65225426-65225431
chr10,68979354,68979363,CTNNA3.chr10.68979365.68979628,19.0,chr10:68979354-68979638,chr10:68979354-68979363
chr10,69407162,69407162,CTNNA3.chr10.69407173.69407271,18.0,chr10:69407162-69407281,chr10:69407162-69407162
chr10,69644469,69644784,SIRT1.chr10.69644480.69644909,8.5,chr10:69644469-69644919,chr10:69644469-69644784
chr10,69648709,69648747,SIRT1.chr10.69648640.69648881,17.0,chr10:69648629-69648891,chr10:69648709-69648747
chr10,69648816,69648822,SIRT1.chr10.69648640.69648881,19.0,chr10:69648629-69648891,chr10:69648816-69648822
chr10,69666536,69666553,SIRT1.chr10.69666547.69666694,15.8,chr10:69666536-69666704,chr10:69666536-69666553
chr10,69666686,69666704,SIRT1.chr10.69666547.69666694,18.9,chr10:69666536-69666704,chr10:69666686-69666704
chr10,69667792,69667828,SIRT1.chr10.69667803.69667882,14.7,chr10:69667792-69667892,chr10:69667792-69667828
chr10,69667886,69667892,SIRT1.chr10.69667803.69667882,19.0,chr10:69667792-69667892,chr10:69667886-69667892
chr10,69866286,69866313,MYPN.chr10.69866296.69866558,18.1,chr10:69866286-69866568,chr10:69866286-69866313
chr10,69866548,69866568,MYPN.chr10.69866296.69866558,14.4,chr10:69866286-69866568,chr10:69866548-69866568
chr10,69881184,69881195,MYPN.chr10.69881194.69882097,17.8,chr10:69881184-69882107,chr10:69881184-69881195
chr10,69881976,69882107,MYPN.chr10.69881194.69882097,11.0,chr10:69881184-69882107,chr10:69881976-69882107
chr10,69896458,69896498,MYPN.chr10.69896468.69896488,16.0,chr10:69896458-69896498,chr10:69896458-69896498
chr10,69902686,69902718,MYPN.chr10.69902696.69902872,17.3,chr10:69902686-69902882,chr10:69902686-69902718
chr10,69902787,69902807,MYPN.chr10.69902696.69902872,18.4,chr10:69902686-69902882,chr10:69902787-69902807
chr10,69902849,69902882,MYPN.chr10.69902696.69902872,18.1,chr10:69902686-69902882,chr10:69902849-69902882
chr10,69908224,69908234,MYPN.chr10.69908109.69908224,16.5,chr10:69908099-69908234,chr10:69908224-69908234
chr10,69921475,69921519,MYPN.chr10.69921485.69921509,17.0,chr10:69921475-69921519,chr10:69921475-69921519
chr10,69925564,69925585,MYPN.chr10.69925458.69925575,15.0,chr10:69925448-69925585,chr10:69925564-69925585
chr10,69926040,69926126,MYPN.chr10.69926050.69926423,14.2,chr10:69926040-69926433,chr10:69926040-69926126
chr10,69926408,69926433,MYPN.chr10.69926050.69926423,18.2,chr10:69926040-69926433,chr10:69926408-69926433
chr10,69934407,69934423,MYPN.chr10.69933822.69934413,13.8,chr10:69933812-69934423,chr10:69934407-69934423
chr10,69955298,69955299,MYPN.chr10.69955206.69955289,18.0,chr10:69955196-69955299,chr10:69955298-69955299
chr10,69961697,69961761,MYPN.chr10.69961585.69961751,11.1,chr10:69961575-69961761,chr10:69961697-69961761
chr10,69971643,69971783,MYPN.chr10.69970042.69971773,12.1,chr10:69970032-69971783,chr10:69971643-69971783
chr10,69991064,69991068,ATOH7.chr10.69990979.69991434,19.0,chr10:69990968-69991444,chr10:69991064-69991068
chr10,69991278,69991444,ATOH7.chr10.69990979.69991434,4.4,chr10:69990968-69991444,chr10:69991278-69991444
chr10,70098886,70098993,HNRNPH3.chr10.70098897.70098983,15.0,chr10:70098886-70098993,chr10:70098886-70098993
chr10,70412247,70412249,TET1.chr10.70412258.70412351,19.0,chr10:70412247-70412361,chr10:70412247-70412249
chr10,70412261,70412279,TET1.chr10.70412258.70412351,19.0,chr10:70412247-70412361,chr10:70412261-70412279
chr10,70432808,70432812,TET1.chr10.70432652.70432802,17.6,chr10:70432641-70432812,chr10:70432808-70432812
chr10,70451574,70451578,TET1.chr10.70450565.70451568,18.0,chr10:70450554-70451578,chr10:70451574-70451578
chr10,70587370,70587700,STOX1.chr10.70587380.70587690,0.2,chr10:70587370-70587700,chr10:70587370-70587700
chr10,70641703,70641876,STOX1.chr10.70641713.70641866,13.3,chr10:70641703-70641876,chr10:70641703-70641876
chr10,70644005,70644012,STOX1.chr10.70644015.70646374,17.0,chr10:70644005-70646384,chr10:70644005-70644012
